timestamp,ch1,ch2,ch3,ch4
0.000000000000000000e+00,-1.078168278425931931e+03,5.628399837315082550e+02,-7.251217226088047028e+02,5.090811658084392548e+03
5.000000000000000104e-03,-1.015098605573177338e+03,6.350050932765007019e+02,-6.519991986751556396e+02,4.944207579821348190e+03
1.000000000000000021e-02,-1.118260005950927734e+03,5.027622308433055878e+02,-7.853191522955894470e+02,5.346441299855709076e+03
1.499999999999999944e-02,-1.136091848939657211e+03,5.067115651965141296e+02,-7.746679172217845917e+02,5.210727810263633728e+03
2.000000000000000042e-02,-1.008875412046909332e+03,6.639668785333633423e+02,-6.208832310438156128e+02,4.909501308232545853e+03
2.500000000000000139e-02,-1.109403922855854034e+03,5.243040545880794525e+02,-7.624608837664127350e+02,5.241125717103481293e+03
2.999999999999999889e-02,-1.123286431491374969e+03,5.168840930759906769e+02,-7.771811299920082092e+02,5.359725424498319626e+03
3.500000000000000333e-02,-1.020005354315042496e+03,6.530762898623943329e+02,-6.395528116226196289e+02,5.000575351953506470e+03
4.000000000000000083e-02,-1.058421606659889221e+03,5.973069017231464386e+02,-6.839529038965702057e+02,5.134613366365432739e+03
4.499999999999999833e-02,-1.179893557220697403e+03,4.607556745409965515e+02,-8.227779902517795563e+02,5.364871526837348938e+03
5.000000000000000278e-02,-1.051959059536457062e+03,6.267473941743373871e+02,-6.754558511972427368e+02,5.129706617623567581e+03
5.500000000000000028e-02,-1.041547178059816360e+03,6.448185907602310181e+02,-6.490072787106037140e+02,4.955576875686645508e+03
5.999999999999999778e-02,-1.197605723410844803e+03,4.440009227395057678e+02,-8.432427228093147278e+02,5.300246055603027344e+03
6.500000000000000222e-02,-1.146623407214879990e+03,5.118576675355434418e+02,-7.812501411437988281e+02,5.223174197316169739e+03
7.000000000000000666e-02,-1.015816666364669800e+03,6.668391216993331909e+02,-6.221996758282184601e+02,4.926974120825529099e+03
7.499999999999999722e-02,-1.107967801272869110e+03,5.331601376831531525e+02,-7.587509030103683472e+02,5.262188833653926849e+03
8.000000000000000167e-02,-1.121850309908390045e+03,5.192776290476322174e+02,-7.819682019352912903e+02,5.346082269459962845e+03
8.500000000000000611e-02,-1.038555258095264435e+03,6.425447315871715546e+02,-6.685145968794822693e+02,4.954380107700824738e+03
8.999999999999999667e-02,-1.076253449648618698e+03,5.791160283386707306e+02,-7.191378826797008514e+02,5.105651581108570099e+03
9.500000000000000111e-02,-1.144708578437566757e+03,4.782284871339797974e+02,-8.133235231637954712e+02,5.392516867309808731e+03
1.000000000000000056e-01,-1.082237289577722549e+03,5.817489179074764252e+02,-7.131540427505970001e+02,5.111515744239091873e+03
1.049999999999999961e-01,-1.034725600540637970e+03,6.423053779900074005e+02,-6.558288562297821045e+02,4.963834574788808823e+03
1.100000000000000006e-01,-1.088699836701154709e+03,5.503935966789722443e+02,-7.527670630812644958e+02,5.404245193570852280e+03
1.150000000000000050e-01,-1.148538235992193222e+03,5.085067171752452850e+02,-7.948932961821556091e+02,5.218746155768632889e+03
1.199999999999999956e-01,-1.041427501261234283e+03,6.292606069445610046e+02,-6.698310416638851166e+02,4.896935244381427765e+03
1.250000000000000000e-01,-1.130826069802045822e+03,4.996506340801715851e+02,-7.899865474402904510e+02,5.222216782927513123e+03
1.300000000000000044e-01,-1.095282060623168945e+03,5.179611842632293701e+02,-7.708382596671581268e+02,5.375881792306900024e+03
1.350000000000000089e-01,-1.046812957197427750e+03,6.119074711501598358e+02,-6.744984368085861206e+02,4.958329442054033279e+03
1.400000000000000133e-01,-1.103539759725332260e+03,5.396226848065853119e+02,-7.475012839436531067e+02,5.083990080565214157e+03
1.449999999999999900e-01,-1.174388424485921860e+03,4.297593837082386017e+02,-8.567662010490894318e+02,5.349552896618843079e+03
1.499999999999999944e-01,-1.096000121414661407e+03,5.438113727569580078e+02,-7.424748584032058716e+02,5.081357190996408463e+03
1.549999999999999989e-01,-1.016415050357580185e+03,6.279441621601581573e+02,-6.521188754737377167e+02,4.966228110760450363e+03
1.600000000000000033e-01,-1.135373788148164749e+03,4.614737353324890137e+02,-8.146399679481983185e+02,5.330404608845710754e+03
1.650000000000000078e-01,-1.119097743541002274e+03,4.976161285042762756e+02,-7.761040388047695160e+02,5.231431896418333054e+03
1.700000000000000122e-01,-1.004208016902208328e+03,6.461350355446338654e+02,-6.275851317644119263e+02,4.936069557517766953e+03
1.749999999999999889e-01,-1.096478828608989716e+03,5.136528195142745972e+02,-7.583918726146221161e+02,5.252973720163106918e+03
1.799999999999999933e-01,-1.130945746600627899e+03,4.665001608729362488e+02,-8.121267551779747009e+02,5.358887686908245087e+03
1.849999999999999978e-01,-1.009354119241237640e+03,6.304573749303817749e+02,-6.505630770921707153e+02,4.998780199974775314e+03
1.900000000000000022e-01,-1.036401075720787048e+03,5.882114650309085846e+02,-6.861070862710475922e+02,5.142631711870431900e+03
