0,1,2,3
-736.0123112797737,-980.8710411787033,-756.1180134415627,-503.360614836216
-747.8603143393993,-1003.0112489163876,-773.3514724373817,-507.07059559226036
-744.150333583355,-1006.4818760752678,-775.6253316104412,-502.0441700518131
-739.1239080429077,-984.1023147404194,-761.1444389820099,-505.63447400927544
-729.9087945520878,-977.6397676169872,-748.4586983323097,-490.55519738793373
-733.9778057038784,-992.7190442383289,-762.5805605649948,-484.69103425741196
-734.4565128982067,-981.1103947758675,-755.6393062472343,-491.51261177659035
-736.8500488698483,-979.0758891999722,-755.2802758514881,-504.916413217783
-746.1848391592503,-1002.8915721178055,-773.83017963171,-508.8657475709915
-748.0996679365635,-999.6602985560894,-769.162784487009,-502.52287724614143
-746.1848391592503,-1002.8915721178055,-773.83017963171,-508.8657475709915
-748.0996679365635,-999.6602985560894,-769.162784487009,-502.52287724614143
-742.1158280074596,-979.9136267900467,-751.5702950954437,-502.7622308433056
-736.37134167552,-982.5465163588524,-755.160599052906,-494.7438853383064
-744.0306567847729,-1000.617712944746,-770.3595524728298,-498.5735428929329
-748.6980519294739,-994.2748426198959,-760.9050853848457,-508.74607077240944
-738.8845544457436,-990.5648618638515,-756.8360742330551,-505.63447400927544
-743.0732423961163,-997.1470857858658,-764.495389342308,-497.85548210144043
-748.5783751308918,-992.4796906411648,-756.9557510316372,-501.2064324617386
-738.1664936542511,-975.724938839674,-753.1260934770107,-503.8393220305443
-737.6877864599228,-987.4532651007175,-762.819914162159,-497.85548210144043
-735.8926344811916,-985.8974667191505,-762.7002373635769,-496.4193605184555
-743.7913031876087,-980.8710411787033,-756.716397434473,-503.00158444046974
-743.4322727918625,-989.6074474751949,-763.6576517522335,-504.7967364192009
-751.0915879011154,-1006.9605832695961,-774.5482404232025,-513.1741123199463
-742.1158280074596,-985.059729129076,-757.6738118231297,-509.10510116815567
-742.4748584032059,-983.3842539489269,-758.5115494132042,-502.52287724614143
-739.2435848414898,-989.727124273777,-765.2134501338005,-496.77839091420174
-743.6716263890266,-987.3335883021355,-762.4608837664127,-503.5999684333801
-746.1848391592503,-985.1794059276581,-758.5115494132042,-511.37896034121513
-739.1239080429077,-994.9929034113884,-768.5644004940987,-503.8393220305443
-742.8338887989521,-994.2748426198959,-765.2134501338005,-504.3180292248726
-737.927140057087,-979.5545963943005,-749.8948199152946,-503.360614836216
-730.267824947834,-975.9642924368382,-755.6393062472343,-492.3503493666649
-736.1319880783558,-987.0942347049713,-762.1018533706665,-491.03390458226204
-754.9212454557419,-992.0009834468365,-759.9476709961891,-516.1660322844982
-740.7993832230568,-982.7858699560165,-762.5805605649948,-508.26736357808113
-740.7993832230568,-995.5912874042988,-769.5218148827553,-498.33418929576874
