0,1,2,3
-4745.065386980772,-3133.3779404759407,-1738.664529800415,-1760.8047375380993
-1523.1266155540943,205.96377035975456,1441.985746115446,991.4025994539261
-6569.538181364536,-5230.953189224005,-3855.3880663216114,-3686.0453963279724
-5717.55905225873,-4184.499262422323,-2802.3519155979156,-2654.9100997447968
-1670.9274618029594,112.97489786148071,1357.852956712246,1028.8614374101162
-5055.866032898426,-3694.3030954301357,-2404.6659139096737,-2344.588161021471
-6289.374795883894,-4857.202547252178,-3455.667559057474,-3199.7985636889935
-3179.8125383257866,-1505.534126162529,-159.52917250990868,-259.21994572877884
-3041.825189560652,-1559.6280391216278,-287.9423773884773,-470.4494952261448
-6672.699581742287,-5327.652042478323,-3900.2668657898903,-3611.8457812070847
-3041.825189560652,-1559.6280391216278,-287.9423773884773,-470.4494952261448
-6672.699581742287,-5327.652042478323,-3900.2668657898903,-3611.8457812070847
-4698.630789130926,-3151.9278442561626,-1760.326030343771,-1658.0023675560951
-1366.3500094115734,297.75587487220764,1534.8549418151379,1196.528632223606
-6256.224322676659,-4979.033528208733,-3596.1681205928326,-3342.094277203083
-5461.809733688831,-3979.8519368469715,-2601.175217181444,-2393.5359716415405
-1461.0143570899963,267.3579680323601,1539.5223369598389,1252.8964043557644
-4991.719268858433,-3674.9154540598392,-2363.8561255931854,-2272.1836978793144
-6032.18935573101,-4634.0053178966045,-3210.5694755613804,-2924.422250151634
-2964.51397767663,-1326.1386050879955,30.397906839847565,-45.716537058353424
-2780.2117078602314,-1326.4976354837418,-44.99847626686096,-220.68401658535004
-6454.768131524324,-5155.915836513042,-3710.220109641552,-3398.5817261338234
-4503.557607442141,-3010.3501915335655,-1577.5795589089394,-1451.081182807684
-1237.2187437415123,364.0568212866783,1643.5214749276638,1346.962368041277
-6242.222137242556,-5044.736090630293,-3597.4845653772354,-3300.5664280951023
-5465.519714444876,-4063.027311861515,-2604.7655211389065,-2348.7768489718437
-1490.9335567355156,167.786871612072,1490.3351727426052,1257.3244459033012
-4975.562901049852,-3717.4007175564766,-2350.572000950575,-2233.2887383401394
-6078.623953580856,-4740.876699030399,-3237.1377248466015,-2942.3737699389458
-3037.397148013115,-1442.2250997126102,-33.03079640865326,-89.03953814506531
-2744.3086682856083,-1298.971971809864,2.1541823744773865,-167.30816441774368
-6543.089608877897,-5241.843777894974,-3778.555561631918,-3462.8481669723988
-4574.8849793970585,-3043.979371935129,-1632.989916652441,-1513.193441271782
-1197.3663698136806,470.56917202472687,1718.7981812357903,1381.309609234333
-6216.850655943155,-4929.367656797171,-3539.201964467764,-3302.2419032752514
-5523.443284958601,-4071.1653341650963,-2641.386621505022,-2443.919903844595
-1423.19648873806,293.44751012325287,1576.3827909231186,1279.4646536409855
-4752.126318097115,-3428.740279376507,-2113.013555765152,-2060.8344715833664
-6053.49182587862,-4642.98107779026,-3213.4417187273502,-2965.950099259615
-2945.844397097826,-1307.7083781063557,42.96397069096565,-46.31492105126381
-2683.034147411585,-1221.9001135230064,43.08364748954773,-142.89409750699997
-6428.798266232014,-5106.010611504316,-3698.6114601790905,-3399.8981709182262
-4505.592113018036,-2956.854662567377,-1596.4884930849075,-1489.6171119511127
-1091.4524030685425,585.2195450663567,1790.4845835864544,1442.9431605041027
-6223.313203066587,-4930.085717588663,-3574.6262968480587,-3333.1185173094273
-5467.793573617935,-3973.150036126375,-2610.7493610680103,-2413.4023202061653
-1481.2397360503674,280.8814462721348,1513.6721484661102,1211.72758564353
-4829.07849958539,-3489.41641625762,-2197.5053755640984,-2146.5230593681335
-6005.381752848625,-4593.793913573027,-3171.435162425041,-2928.3715845048428
-2994.9118845164776,-1346.7230144441128,4.069011151790619,-101.00721800327301
-2655.508483737707,-1181.0903252065182,81.49989983439445,-123.26710253953934
-6373.986292481422,-5058.020215272903,-3628.6005330085754,-3342.9320147931576
-4553.343155652285,-3000.297340452671,-1614.320336073637,-1525.4004747271538
-1227.8839534521103,432.03324288129807,1687.203506410122,1310.8199748694897
-6202.848470509052,-4949.47335895896,-3544.8267740011215,-3338.1449428498745
-5507.1672403514385,-4071.7637181580067,-2637.0782567560673,-2474.916194677353
-1502.0634990036488,208.47698312997818,1504.4570349752903,1178.6967892348766
-4860.553497612476,-3552.6057659089565,-2228.7410199940205,-2208.2762874364853
-6031.231941342354,-4645.494290560484,-3212.6039811372757,-2989.526428580284
-3079.16435071826,-1438.634795755148,-68.93383598327637,-196.8683336675167
-2651.918179780245,-1176.5426068603992,100.76786440610886,-139.5431471467018
-6445.31366443634,-5131.741123199463,-3697.534368991852,-3444.0589095950127
-4582.544294506311,-3065.162165284157,-1654.771093994379,-1596.3688162863255
-1221.301729530096,413.84236949682236,1699.0515094697475,1279.9433608353138
-6227.142860621214,-5017.090750157833,-3561.342172205448,-3401.8129996955395
-5511.954312294722,-4095.459724277258,-2626.9057288765907,-2509.024082273245
-1588.3504707813263,86.40664857625961,1433.1296630203724,1058.4216066598892
-4792.816429615021,-3527.9523454010487,-2148.3182113468647,-2172.7322782576084
-6042.601237207651,-4701.024325102568,-3230.196470528841,-3037.9955320060253
-3148.8162474930286,-1542.1552265286446,-160.84561729431152,-311.27935311198235
-2628.58120405674,-1182.7658003866673,94.54467087984085,-167.90654841065407
-6542.969932079315,-5251.178568184376,-3831.8117370009422,-3599.1600405573845
-4794.372227996588,-3309.7815415859222,-1880.6012129187584,-1858.9397123754025
-1315.7267236113548,268.794089615345,1576.981174916029,1147.1021144092083
-6372.430494099855,-5201.27334317565,-3742.5328452587128,-3578.5756312012672
-5638.692041993141,-4283.232621252537,-2790.743266135454,-2651.3197957873344
-1673.9193817675114,-43.08364748954773,1312.6151268482208,972.8526956737041
-4869.529257506132,-3632.669544160366,-2247.7696309685707,-2248.8467221558094
-6079.701044768095,-4767.205594718456,-3282.6149083077908,-3074.975662767887
-3128.830222129822,-1581.768246859312,-171.25749877095222,-277.7698495090008
-2591.481396496296,-1210.6504944562912,129.2509424686432,-112.37651386857033
-6452.733625948429,-5272.241684734821,-3735.232560545206,-3477.5684131979942
-4555.37766122818,-3164.0152009129524,-1656.4465691745281,-1575.545053333044
-1101.0265469551086,418.62944144010544,1766.549223870039,1409.9123640954494
-6164.192864567041,-5032.289703577757,-3555.7173626720905,-3341.4958932101727
-5500.9440468251705,-4168.342894613743,-2681.2389954328537,-2499.569615185261
-1530.307223469019,84.49181979894638,1420.204568773508,1123.166754692793
-4672.062539845705,-3449.324688732624,-2084.889508098364,-2068.015079498291
-6011.844299972057,-4726.276129603386,-3254.1318302452564,-3027.7033273279667
-2985.936124622822,-1428.1032374799252,-77.31121188402176,-168.7442860007286
-2498.253170400858,-1091.9311102628708,154.62242376804352,-66.1812696158886
-6595.388369858265,-5373.847286731005,-3943.9488972723484,-3637.456616103649
-4635.5611162781715,-3178.3764167428017,-1803.6490314304829,-1689.3576887845993
-1119.2174203395844,486.0074790418148,1725.9787891507149,1358.4513407051563
-6104.713495671749,-4912.61290499568,-3520.652060687542,-3301.643519282341
-5517.339768230915,-4149.433960437775,-2710.5598110854626,-2531.4036436080933
-1528.6317482888699,101.96463239192963,1412.6649304628372,1108.5661852657795
-4613.660262137651,-3387.6911374628544,-2035.8220206797123,-2013.8014897406101
-5937.884038448334,-4634.603701889515,-3171.7941928207874,-2944.288598716259
-2974.088121563196,-1432.650955826044,-26.807602882385254,-148.15987664461136
-2322.447953283787,-934.3167665302753,393.01860654354095,127.33611369132996
-6278.843237608671,-5056.344740092754,-3579.652722388506,-3348.197793930769
-4466.218446284533,-3013.940495491028,-1584.5208132266998,-1556.2770887613297
-951.5502255260944,636.3215380609035,1899.0314399003983,1463.4078930616379
-5904.8532420396805,-4717.30036970973,-3317.6802102923393,-3169.9990408420563
-5239.9289491176605,-3872.142818123102,-2434.1064063608646,-2321.131508499384
-4294.96094751358,-3067.7950548529625,-1679.424514502287,-1790.1255531907082
-5763.993650108576,-4450.899816066027,-2954.3414497971535,-2861.831284493208
-2758.9092377126217,-1224.173972696066,219.60692539811134,-20.10570216178894
-2104.2771494686604,-719.9756202697754,640.0315188169479,252.99675220251083
-6077.3075087964535,-4874.436006247997,-3367.8247888982296,-3219.7845890522003
-4184.8582928180695,-2793.735186100006,-1295.5013446509838,-1332.2421218156815
-680.1232463419437,799.5606913268566,2210.0714394152164,1693.546376734972
-5632.109818071127,-4573.927565008402,-3011.6666363179684,-2953.0250050127506
-4968.142939537764,-3726.137123852968,-2134.0766723155975,-2114.689030945301
-1009.5934728384018,504.6770596206188,1963.2978807389736,1502.9012365937233
-4001.6331141889095,-2885.048583418131,-1388.7295707464218,-1551.7293704152107
-5376.121145904064,-4186.653444796801,-2578.6759790480137,-2529.608491629362
-2458.4007964730263,-1025.6301638484001,480.14331591129303,197.34704086184502
-1753.3847760260105,-476.5530119538307,945.3270319998264,507.66897958517075
-5689.31532779336,-4601.213875085115,-3006.640210777521,-2917.0022886395454
-3921.5693359375,-2597.2258828282356,-1056.0280706882477,-1140.6395672857761
-368.7242164313793,1104.2578205168247,2482.575509786606,1960.4256375730038
-5310.17922988534,-4234.524164229631,-2724.8013501167297,-2658.9791108965874
-4725.5580688118935,-3462.2497829794884,-1918.4190812706947,-1884.9095776677132
-757.0754278302193,757.4344582259655,2189.7263836562634,1733.3987506628036
-3710.10043284297,-2577.2398574650288,-1119.2174203395844,-1291.7913638949394
-5163.6948284208775,-3977.697754472494,-2402.272377938032,-2342.4339786469936
-2347.939111381769,-918.8784595131874,580.1931195259094,301.7052092254162
-1648.547900468111,-344.66917991638184,1049.4458467662334,612.7452087402344
-5647.189094692469,-4522.586218416691,-2963.9155936837196,-2877.269591510296
-3754.2611715197563,-2392.93758764863,-872.6832152605057,-984.8203755319118
-286.6259326040745,1230.2774894237518,2598.6620044112206,2004.8257298469543
-5198.879807204008,-4095.818754673004,-2585.8565869629383,-2599.140711605549
-4591.041347205639,-3310.1405719816685,-1779.4743181169033,-1798.1438986957073
-667.7965360879898,880.1031767725945,2291.810692846775,1772.4133870005608
-3598.202626168728,-2439.9705694913864,-989.1287402808666,-1251.2209291756153
-5075.014320671558,-3844.2581240534782,-2286.4252369105816,-2328.5514700114727
-2212.9436825811863,-767.9660165011883,740.3206760287285,381.05092668533325
-1494.8828910887241,-176.16424751281738,1241.6467852890491,716.3853163123131
-5518.17750582099,-4389.744971990585,-2813.960565060377,-2801.274824410677
-3734.6341765522957,-2376.3025126457214,-839.6524188518524,-1005.8834920823574
-202.01443600654602,1285.4484935700893,2680.5209346413612,2063.7067147493362
-5090.811658084393,-4033.34746581316,-2496.4580184221268,-2485.68710654974
-4518.9959144592285,-3250.062819093466,-1693.546376734972,-1693.0676695406437
-556.3774366080761,985.7777899205685,2398.68207398057,1946.4234521389008
-3420.2432266771793,-2248.368014961481,-826.1289406120777,-991.0435690581799
-4920.511573702097,-3697.0556617975235,-2142.9327554106712,-2069.451201081276
-2147.48047375679,-678.5674479603767,784.7207683026791,536.8701184391975
-1223.2165583074093,124.46387052536011,1486.744868785143,1072.7828224897385
-5270.44653275609,-4117.360578417778,-2576.282443076372,-2491.0725624859333
-3417.3709835112095,-2067.895402699709,-533.9978752732277,-614.5403607189655
-47.75104263424873,1461.6127410829067,2849.624251037836,2295.5206736028194
-4879.342754989862,-3774.9652576744556,-2262.8489075899124,-2232.810031145811
-4310.399254530668,-3038.713592797518,-1457.543729931116,-1455.6289011538029
-505.99350440502167,1058.4216066598892,2498.133493602276,1997.6451219320297
-3323.544373422861,-2146.0443521738052,-678.0887407660484,-895.3021301925182
-4864.263478368521,-3614.9573779702187,-2059.0393196046352,-2029.9578575491905
-2075.794071406126,-600.1791448891163,871.3667704761028,580.1931195259094
-1148.6579127907753,182.14808744192123,1568.0054150223732,1108.5661852657795
-5244.117637068033,-4118.437669605017,-2569.700219154358,-2488.2003193199635
-3572.4721144735813,-2229.9377879798412,-730.5071785449982,-827.4453853964806
-17.7121661901474,1496.319012671709,2838.853339165449,2244.1793270111084
-4940.138568669558,-3872.02314132452,-2377.8583110272884,-2367.925136744976
-4464.782324701548,-3198.960826098919,-1702.1631062328815,-1713.652078896761
-576.6028155684471,968.7836845219135,2339.561735481024,1882.8750720918179
-3416.892276316881,-2249.923813343048,-886.4460470974445,-1064.6448001861572
-5083.391696572304,-3837.4365465343,-2384.799565345049,-2332.022097170353
-2329.269530802965,-888.8395830690861,512.4560515284538,270.4695647954941
-1291.9110406935215,-9.813497483730316,1275.1562888920307,882.2573591470718
-5516.143000245094,-4428.04154753685,-2999.5792796611786,-2832.510468840599
-3882.554699599743,-2546.243566632271,-1170.3194133341312,-1142.3150424659252
-142.05635991692543,1289.9962119162083,2546.722273826599,2123.1860836446285
-5123.244070500135,-4066.138908624649,-2735.3329083919525,-2620.802212148905
-4621.678607642651,-3392.7175630033016,-2012.3653681576252,-1876.2928481698036
-1028.9811142086983,448.0699338912964,1710.0617749392986,1382.0276700258255
-3719.435223132372,-2635.043751180172,-1355.4594207406044,-1375.3257693052292
-5396.346524864435,-4250.441178441048,-2887.6814729869366,-2632.291184812784
-2724.5619965195656,-1339.6620833277702,-50.62328580021858,-137.14961117506027
-1772.1740334033966,-487.6829542219639,718.5394986867905,437.29902201890945
-6109.141537219286,-5054.669264912605,-3693.345681041479,-3453.752730280161
-4335.890412628651,-3056.066728591919,-1730.6461842954159,-1626.766723126173
-606.1629848182201,803.1509952843189,2006.1421746313572,1656.087538778782
-5609.849933534861,-4590.323286414146,-3307.0289752185345,-3080.2414419054985
-5212.283608645201,-4000.556023001671,-2669.630345970392,-2461.5123932361603
-1257.2047691047192,218.7691878080368,1422.3587511479855,1171.9948885142803
-4044.238054484129,-2945.3656899034977,-1741.8958033621311,-1710.0617749392986
-5696.854966104031,-4558.728611588478,-3224.092953801155,-2922.746774971485
-3046.971291899681,-1635.2637758255005,-401.0369520485401,-409.77335834503174
-1897.4756415188313,-600.0594680905342,509.3444547653198,320.61414340138435
-6038.651902854443,-4943.72887262702,-3695.1408330202103,-3349.633915513754
-4267.554960638285,-2942.1344163417816,-1711.4978965222836,-1503.3799437880516
-618.1306646764278,860.4761818051338,1969.4013974666595,1703.3598742187023
-5474.256120741367,-4383.282424867153,-3193.4556933641434,-2886.1256746053696
-5096.077437222004,-3806.559932500124,-2595.0717004537582,-2282.8349329531193
-1105.0955581068993,395.4121425151825,1498.4731950461864,1397.4659770429134
-3664.3838957846165,-2521.590146124363,-1400.9366042017937,-1252.178343564272
-5312.333412259817,-4127.892136693001,-2896.6572328805923,-2478.147468239069
-2380.132170200348,-951.6699023246765,199.26186963915825,348.85786786675453
-1286.64526155591,35.663685977458954,1055.070656299591,1018.8085863292217
-5453.432357788086,-4298.670928269625,-3147.1407723128796,-2660.5349092781544
-3611.3670740127563,-2298.7519471645355,-1166.2504021823406,-811.7677247822285
138.94476315379143,1612.1661536991596,2595.3110540509224,2481.7377721965313
-4505.711789816618,-3448.7263047397137,-2333.817249149084,-1849.3655684888363
-3911.3968080580235,-2730.186806052923,-1526.1185355186462,-1046.0948964059353
-64.38611763715744,1435.8822293877602,2496.0989880263805,2486.6445209383965
-2543.610677063465,-1401.0562810003757,-339.6427543759346,-103.87946116924286
-4146.322363674641,-2927.8928773105145,-1732.8003666698933,-1257.5637995004654
-1520.2543723881245,-70.48963436484337,1045.8555428087711,1190.305438697338
50.0249018073082,1346.3639840483665,2394.014678835869,2359.4280840456486
-4403.507803827524,-3274.5965628027916,-2124.9812356233597,-1644.2395357191563
-2624.033485710621,-1318.7186435759068,-174.01006513834,156.7766061425209
1031.614003777504,2527.693662852049,3532.7394173443317,3393.076593399048
-3558.5896058380604,-2502.681211948395,-1368.5041917860508,-933.1199985444546
-3071.983742803335,-1840.2701317965984,-650.0843698978424,-215.77726784348488
163.47850686311722,1759.4882927536964,2808.814462721348,2698.831484824419
-2002.910901069641,-870.5290328860283,161.68335488438606,352.8072022199631
-3550.571260333061,-2338.484644293785,-1160.3862390518188,-722.3691562414169
-908.3469012379646,535.3143200576305,1640.768908560276,1757.214433580637
287.1046397984028,1556.5164423584938,2573.8889071047306,2525.6591572761536
-3898.8307442069054,-2833.1088528335094,-1628.6815519034863,-1131.7834841907024
-2281.5184881687164,-1015.0986055731773,186.456452190876,493.3077637553215
1388.1311867535114,2831.3137008547783,3893.92399546504,3708.0659272670746
